Record Length   ,2500                             ,Points ,-4.00000019E-3   ,800.000011921E-3,
Sample Interval ,39.99999899E-6                   ,s      ,-3.96000035E-3   ,800.000011921E-3,
Trigger Point   ,100.0000073                      ,Samples,-3.92000005E-3   ,800.000011921E-3,
                ,                                 ,       ,-3.88000021E-3   ,800.000011921E-3,
                ,                                 ,       ,-3.84000014E-3   ,800.000011921E-3,
                ,                                 ,       ,-3.80000030E-3   ,800.000011921E-3,
Source          ,CH1                              ,       ,-3.76000023E-3   ,800.000011921E-3,
Vertical Units  ,Volts                            ,       ,-3.72000015E-3   ,800.000011921E-3,
Vertical Scale  ,10.0000001                       ,       ,-3.68000008E-3   ,800.000011921E-3,
Vertical Offset ,0                                ,       ,-3.64000024E-3   ,800.000011921E-3,
Horizontal Units,s                                ,       ,-3.60000017E-3   ,800.000011921E-3,
Horizontal Scale,9.999999747E-3                   ,       ,-3.56000010E-3   ,800.000011921E-3,
Pt Fmt          ,Y                                ,       ,-3.52000026E-3   ,800.000011921E-3,
Yzero           ,-3.24000000                      ,       ,-3.48000019E-3   ,800.000011921E-3,
Probe Atten     ,10.0000000                       ,       ,-3.44000012E-3   ,800.000011921E-3,
                ,                                 ,       ,-3.40000028E-3   ,800.000011921E-3,
Note            ,TBS 1052B - 10:33:01   10/03/2017,       ,-3.36000021E-3   ,4.40000010      ,
                ,                                 ,       ,-3.32000013E-3   ,10.0000000      ,
                ,                                 ,       ,-3.28000030E-3   ,15.6000004      ,
                ,                                 ,       ,-3.24000022E-3   ,20.80000114     ,
                ,                                 ,       ,-3.20000015E-3   ,25.20000076     ,
                ,                                 ,       ,-3.16000031E-3   ,29.60000038     ,
                ,                                 ,       ,-3.12000024E-3   ,33.60000229     ,
                ,                                 ,       ,-3.08000017E-3   ,36.79999924     ,
                ,                                 ,       ,-3.04000033E-3   ,40.00000000     ,
                ,                                 ,       ,-3.00000026E-3   ,42.79999924     ,
                ,                                 ,       ,-2.96000019E-3   ,44.79999924     ,
                ,                                 ,       ,-2.92000012E-3   ,46.79999924     ,
                ,                                 ,       ,-2.88000028E-3   ,48.40000153     ,
                ,                                 ,       ,-2.84000020E-3   ,49.60000229     ,
                ,                                 ,       ,-2.80000013E-3   ,50.40000153     ,
                ,                                 ,       ,-2.76000029E-3   ,51.20000076     ,
                ,                                 ,       ,-2.72000022E-3   ,51.20000076     ,
                ,                                 ,       ,-2.6800002E-3    ,51.20000076     ,
                ,                                 ,       ,-2.6400003E-3    ,51.60000229     ,
                ,                                 ,       ,-2.6000002E-3    ,51.20000076     ,
                ,                                 ,       ,-2.5600002E-3    ,50.79999924     ,
                ,                                 ,       ,-2.5200003E-3    ,50.00000000     ,
                ,                                 ,       ,-2.4800003E-3    ,49.20000076     ,
