0.007299999709999999,93  ,0.0166999996        ,187
0.0199999996        ,220 ,0.028799999510000007,308
0.03189999983       ,339 ,0.04079999775       ,428
0.04419999942       ,462 ,0.05260000005       ,546
0.0560999997        ,581 ,0.06480000168       ,668
0.06769999862000001 ,697 ,0.07669999450000001 ,787
0.07989999652       ,819 ,0.08850000054       ,905
0.09200000018       ,940 ,0.1004000008        ,1024
0.1042999998        ,1063,0.1121999994        ,1142
0.115899995         ,1179,0.1242999956        ,1263
0.1282999963        ,1303,0.1366999894        ,1387
0.1401999891        ,1422,0.14890000224000002 ,1509
0.15230000019       ,1543,0.16059999168       ,1626
0.16459999979       ,1666,0.17219999433       ,1742
0.17700000107       ,1790,0.18429999053       ,1863
