0.00629999861       ,223 ,0.00939999893       ,254
0.0137999989        ,298 ,0.016899999199999998,329
0.0215999987        ,376 ,0.02469999902       ,407
0.029299998660000007,453 ,0.03209999949       ,481
0.03699999675       ,530 ,0.03979999945       ,558
0.04459999874       ,606 ,0.04729999602       ,633
0.052199997010000006,682 ,0.05459999666       ,706
0.05979999900000001 ,758 ,0.06259999424       ,786
0.06759999692       ,836 ,0.0700000003        ,860
0.07539999485       ,914 ,0.07719999552       ,932
0.08299999683999999 ,990 ,0.08459999412000001 ,1006
0.09079999477       ,1068,0.09219999611       ,1082
0.09839999676       ,1144,0.09959999472000003 ,1156
0.106099993         ,1221,0.1071999967        ,1232
0.1135999933        ,1296,0.1148999929        ,1309
0.1209999993        ,1370,0.1227999926        ,1388
0.12839999789999998 ,1444,0.1306999922        ,1467
0.1357000023        ,1517,0.1384999901        ,1545
0.1438999921        ,1599,0.1454000026        ,1614
0.15159998834000002 ,1676,0.15289999545       ,1689
